SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	stabbr	pct_tsg	dboost	boost	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
Bachelors		14	46	57671.42857	43037.19165	80460.33729	0	0	1	0.014472467	ME	1			0.018490588	1	0.742610681	0.825614754	Physical sciences
Graduate degree		14	52	78397.25172	46935.19675	147848.5714	1	1	0.954790097	0.033693324	ME	1	20725.82315	0.359377662	0.035726686	1	0.813896142	0.888672256	Physical sciences
Bachelors		14	146	38000	29248.57685	47946.77419	0	0	0.970710154	0.050520178	ME	1			0.050036944	1	0.659103694	0.645553273	Psychology and social work
Graduate degree		14	127	56734.85322	39845.71429	73239.53779	1	1	0.95339796	0.08821095	ME	1	18734.85322	0.493022453	0.095255616	1	0.739568032	0.887101579	Psychology and social work
Bachelors		14	192	45088.57143	32906.21487	68000	0	0	0.982422789	0.074556929	ME	1			0.076261068	1	0.691529282	0.744669849	Social sciences
Graduate degree		14	129	61865.71429	44186.24288	97517.14286	1	1	0.97502026	0.104876959	ME	1	16777.14286	0.372093023	0.104573368	1	0.817483523	0.887942374	Social sciences
Bachelors	Biology	15	53	41261.71143	31200	65011.42857	0	0	0.944736842	0.016480225	ME	0.391558625			0.017618014	0.400950195	0.660098522	0.542199028	Biology and life sciences
Graduate degree	Biology	15	117	70000	47450.96815	128942.8482	1	1	0.992591364	0.093623954	ME	0.68740655	28738.28857	0.696488041	0.091363719	0.693684832	0.83675553	0.905978108	Biology and life sciences
Bachelors	General Business	15	129	45000	30946.28357	72207.995	0	0	0.964719218	0.054968683	ME	0.268393692			0.047735882	0.248176874	0.771460862	0.695980577	Business
Graduate degree	General Business	15	26	84586.50843	52608.68207	109343.5353	1	1	0.936833689	0.02283447	ME	0.283546782	39586.50843	0.879700187	0.019925893	0.262672496	0.959947984	0.883199079	Business
Bachelors	Accounting	15	103	51577.13929	39198.62586	74271.08058	0	0	0.949842572	0.03274099	ME	0.159863305			0.031020935	0.161276554	0.846880907	0.870652174	Business
Graduate degree	Accounting	15	28	56622.85714	51577.13929	92274.28571	1	1	1	0.018078384	ME	0.224488131	5045.717855	0.097828571	0.01733475	0.228514824	0.850224215	0.929869186	Business
Bachelors	Business Management and Administration	15	221	52229.60152	38167.08307	73121.44213	0	0	0.93215376	0.074301881	ME	0.362791237			0.071417346	0.371295822	0.774460538	0.803424603	Business
Graduate degree	Business Management and Administration	15	38	62914.28571	53274.19355	82523.42286	1	1	0.957170543	0.027919015	ME	0.346684069	10684.6842	0.204571429	0.027155184	0.357972401	0.853435115	0.934117647	Business
Bachelors	Mathematics	15	27	71032.25807	40265.14286	132037.4766	0	0	1	0.009178747	ME	0.284938317			0.008263649	0.289839572	0.906613682	0.850726979	"Computers, statistics, and mathematics"
Graduate degree	Mathematics	15	25	73121.44213	50140.41746	117000	1	1	0.991880566	0.023208913	ME	0.678379416	2089.184061	0.029411765	0.019703055	0.656309339	0.902682799	0.971412397	"Computers, statistics, and mathematics"
Bachelors	General Education	15	99	41942.85714	31457.14286	53000	0	0	0.987612785	0.029223706	ME	0.233872882			0.030448601	0.219875335	0.69008551	0.681550639	Education
Graduate degree	General Education	15	60	53274.19355	41783.68121	64000	1	1	1	0.048007568	ME	0.305927662	11331.33641	0.27016129	0.046910061	0.299923793	0.827993814	0.895867542	Education
Bachelors	Elementary Education	15	138	44669.14286	31000	55000	0	0	0.988931416	0.041044865	ME	0.328475815			0.046860963	0.338392222	0.741365502	0.731647399	Education
Graduate degree	Elementary Education	15	72	49514.05372	39198.62586	60000	1	1	1	0.043238343	ME	0.275535834	4844.910859	0.108462141	0.042800508	0.273648985	0.913427776	0.910817381	Education
Bachelors	Nursing	15	190	61630.92979	50000	73400	0	0	0.983597285	0.064494413	ME	0.541023983			0.063212338	0.532336441	0.914802034	0.950613878	Health
Graduate degree	Nursing	15	44	68157.14286	51577.13929	88790.32258	1	1	1	0.029876631	ME	0.411546466	6526.213066	0.105891848	0.028875703	0.375269397	0.919777459	1	Health
Bachelors	English Language and Literature	15	84	44917.45731	31337.76091	65000	0	0	0.934756976	0.029843531	ME	0.308038447			0.033582361	0.337728817	0.629112244	0.704561264	Humanities and liberal arts
Graduate degree	English Language and Literature	15	74	52000	36000	67050.28107	1	1	0.973676598	0.050884869	ME	0.362182634	7082.542695	0.157679066	0.052574301	0.363737406	0.757318876	0.793699974	Humanities and liberal arts
Bachelors	History	15	74	46137.14286	30946.28357	77299.81025	0	0	0.981243257	0.031747491	ME	0.327690707			0.028030259	0.28189281	0.763849372	0.684820178	Humanities and liberal arts
Graduate degree	History	15	43	54525.71429	39694.49715	77299.81025	1	1	1	0.030671502	ME	0.218310188	8388.571429	0.181818182	0.031876247	0.220537091	0.782474394	0.777896766	Humanities and liberal arts
Bachelors	Psychology	15	101	39694.49715	30293.16888	52229.60152	0	0	0.966581482	0.033004935	ME	0.653302025			0.03439864	0.687464842	0.653801568	0.688920838	Psychology and social work
Graduate degree	Psychology	15	95	58797.93879	40849.09432	80433.58634	1	1	0.955188359	0.066591778	ME	0.754915103	19103.44164	0.481261711	0.070074884	0.735650944	0.744120692	0.885370425	Psychology and social work
Bachelors	Social Work	15	30	35000	29398.96939	42000	0	0	0.973453608	0.00943676	ME	0.186791899			0.009042397	0.18071442	0.68612192	0.572910119	Psychology and social work
Graduate degree	Social Work	15	29	50000	39000	67050.28107	1	1	0.943661972	0.019799509	ME	0.22445636	15000	0.428571429	0.023123364	0.242750666	0.72097714	0.882548109	Psychology and social work
Bachelors	Economics	15	45	61892.56715	36103.9975	99236.24288	0	0	0.991804312	0.01736696	ME	0.232935561			0.017449129	0.228807825	0.824438769	0.762636612	Social sciences
Graduate degree	Economics	15	26	90000	66018.73829	119000	1	1	1	0.018794424	ME	0.17920451	28107.43285	0.454132607	0.016966808	0.162247882	0.904703726	0.971338693	Social sciences
Bachelors	Political Science and Government	15	50	40230.16865	28161.11805	62675.52182	0	0	1	0.020424565	ME	0.273945903			0.019839325	0.260150098	0.650390163	0.72629592	Social sciences
Graduate degree	Political Science and Government	15	34	72207.995	44186.24288	104459.203	1	1	0.955263158	0.027071591	ME	0.258127153	31977.82636	0.794871795	0.027227736	0.260369691	0.813475447	0.845425868	Social sciences
		10	351	71032.25807	50000	102760	0.401769632	0.389338963	0.96407972	0.010041445	MD	1			0.009887353	1	0.849478823	0.908484753	Agriculture and natural resources
		10	3213	100000	69987.66603	130000	0.505823375	0.49999139	0.969768096	0.098490563	MD	1			0.09090781	1	0.918130417	0.951602355	Architecture and engineering
		10	913	52428.57143	35651.42857	79388.99431	0.29838792	0.318925999	0.954287714	0.027970397	MD	1			0.030678059	1	0.712108455	0.795398596	Arts
		10	2283	81478.17837	52229.60152	121172.6755	0.704439389	0.691762507	0.978108729	0.067924843	MD	1			0.066154335	1	0.885485194	0.936901164	Biology and life sciences
		10	6279	77365.70893	51577.13929	110375.0781	0.282695501	0.277292165	0.959004655	0.2016079	MD	1			0.192259764	1	0.867806897	0.909921225	Business
		10	1275	62914.28571	41942.85714	91924.09867	0.254808647	0.267008342	0.949923564	0.039939532	MD	1			0.040065239	1	0.829008121	0.873127984	Communications and journalism
		10	2520	92000	62914.28571	120000	0.408035119	0.411409067	0.972177108	0.080956668	MD	1			0.075522729	1	0.91459092	0.944816368	"Computers, statistics, and mathematics"
		10	2302	60000	45000	82523.42286	0.523911687	0.526072204	0.970182604	0.070697545	MD	1			0.084507318	1	0.818184625	0.872117918	Education
		10	2087	77299.81025	57452.56167	100000	0.430112041	0.411325375	0.976155206	0.064997292	MD	1			0.067773309	1	0.858018964	0.932037982	Health
		10	3333	68000	45000	104857.1429	0.502923006	0.491603974	0.963529333	0.097539251	MD	1			0.102519546	1	0.801460333	0.861998966	Humanities and liberal arts
		10	532	61892.56715	41261.71143	92838.85072	0.298829067	0.290534892	0.951266557	0.016449311	MD	1			0.0171653	1	0.778504005	0.834429677	"Industrial arts, consumer <br> services, and recreation"
		10	729	69113.36665	50000	103154.2786	0.309683502	0.3071797	0.965335532	0.023560666	MD	1			0.02200422	1	0.88169799	0.911744108	Law and public policy
		10	1323	89834.91461	59541.74573	125351.0436	0.61387757	0.606164955	0.973553719	0.040183548	MD	1			0.039097247	1	0.856860665	0.912339303	Physical sciences
		10	1868	60000	42000	84611.95446	0.540756351	0.533052727	0.963760957	0.057820253	MD	1			0.060810546	1	0.816936761	0.867306563	Psychology and social work
		10	3435	81478.17837	52428.57143	123731.4286	0.48991218	0.486133434	0.955104261	0.101820787	MD	1			0.100647224	1	0.854498274	0.912784139	Social sciences
	General Agriculture	11	56	65000	50331.42857	85000	0.389349112	0.335447401	0.956669277	0.00187692	MD	0.186917365			0.001892413	0.191397282	0.878670895	0.948267118	Agriculture and natural resources
	Animal Sciences	11	80	75210.62619	50331.42857	112000	0.50523865	0.478851238	1	0.002180591	MD	0.217159109			0.00217133	0.219606808	0.812184571	0.898428405	Agriculture and natural resources
	Plant Science and Agronomy	11	55	85000	51904.28571	103154.2786	0.527721661	0.491478835	0.993876081	0.00141364	MD	0.140780534			0.00142381	0.144003167	0.893531244	0.942536476	Agriculture and natural resources
	Miscellaneous Agriculture	11	27	72207.995	52428.57143	91807.30793	0.225967541	0.216701903	0.774670524	0.000762509	MD	0.075936167			0.000740475	0.074891147	0.790345314	0.846025801	Agriculture and natural resources
	Forestry	11	29	81491.88008	65000	131071.4286	0.289608177	0.25786879	0.975139147	0.000745057	MD	0.074198136			0.000688031	0.069587017	0.951839211	1	Agriculture and natural resources
	Natural Resources Management	11	71	62675.52182	44800	111771.3473	0.340151765	0.369851842	0.971795935	0.001923566	MD	0.191562648			0.001919548	0.194141707	0.809025418	0.895084131	Agriculture and natural resources
	Architecture	11	237	76545.71429	52229.60152	102000	0.452229597	0.431544814	0.964178007	0.006788645	MD	0.068926856			0.006919712	0.076117904	0.831492025	0.934794802	Architecture and engineering
	General Engineering	11	393	99028.10743	62914.28571	131071.4286	0.487121141	0.473165788	0.972741151	0.013526519	MD	0.137338226			0.012873519	0.1416107	0.880340495	0.937107066	Architecture and engineering
	Aerospace Engineering	11	133	105905.7143	84934.28571	125351.0436	0.604687245	0.609261385	0.985798913	0.003885844	MD	0.039453972			0.003408847	0.037497847	0.972215844	0.971419239	Architecture and engineering
	Biomedical Engineering	11	68	76255.21822	42396.4085	108311.9925	0.583421704	0.591204707	0.992848259	0.00179537	MD	0.018228856			0.001684986	0.018535101	0.829358935	0.833156592	Architecture and engineering
	Chemical Engineering	11	188	101325.4269	67000	128942.8482	0.588914806	0.5866328	0.97019835	0.00571358	MD	0.05801145			0.005238901	0.057628724	0.909856069	0.957014329	Architecture and engineering
	Civil Engineering	11	349	97996.56465	67898.48197	125351.0436	0.460268986	0.448348752	0.969620807	0.010286729	MD	0.104443807			0.00950433	0.104549107	0.935844291	0.964063175	Architecture and engineering
	Electrical Engineering	11	935	106548.3871	80000	140000	0.565493216	0.568836429	0.981440673	0.028510468	MD	0.289474108			0.025509083	0.280603869	0.953819246	0.965876081	Architecture and engineering
	"Engineering Mechanics, Physics, and Science"	11	33	91807.30793	73400	131071.4286	0.673512008	0.673512008	1	0.000911647	MD	0.009256187			0.000749607	0.008245795	0.97841977	0.948137835	Architecture and engineering
	Environmental Engineering	11	26	94000	62675.52182	120000	0.722814499	0.742472266	1	0.000744105	MD	0.007555085			0.000658548	0.007244131	0.835578447	0.840938166	Architecture and engineering
	Industrial and Manufacturing Engineering	11	98	98000	65000	131071.4286	0.530672178	0.524992993	0.955999633	0.002917397	MD	0.029621086			0.002792567	0.030718673	0.916752312	0.978246683	Architecture and engineering
	Mechanical Engineering	11	508	100059.6502	75000	125848.2199	0.447556801	0.440958071	0.959969564	0.015293014	MD	0.1552739			0.014019716	0.154219046	0.930098822	0.952816682	Architecture and engineering
	Miscellaneous Engineering	11	44	100000	78000	126877.1429	0.627069351	0.633958724	0.955193855	0.0014184	MD	0.014401376			0.001390674	0.015297629	0.950281426	0.983221477	Architecture and engineering
	Industrial Production Technologies	11	27	100000	81491.88008	117440	0.213373084	0.209016393	1	0.000745057	MD	0.00756475			0.000700294	0.007703347	0.954172876	0.996592845	Architecture and engineering
	Miscellaneous Engineering Technologies	11	92	87681.13679	57000	118627.4204	0.296526746	0.301113014	0.950810185	0.003416852	MD	0.034692175			0.003047481	0.03352276	0.887671233	0.900817236	Architecture and engineering
	Fine Arts	11	281	56734.85322	35651.42857	82523.42286	0.308731607	0.326335439	0.960818184	0.008173092	MD	0.292205067			0.009085041	0.296141318	0.712062033	0.81449703	Arts
	Drama and Theater Arts	11	77	46419.42536	28883.198	77000	0.284651624	0.324562225	0.948880663	0.002559466	MD	0.091506234			0.002786305	0.090824042	0.641820395	0.650260352	Arts
	Music	11	182	57671.42857	39198.62586	87681.13679	0.535557922	0.563026964	0.972776569	0.005363264	MD	0.191747876			0.006250988	0.203760876	0.718966525	0.84629038	Arts
	Visual and Performing Arts	11	46	46419.42536	27400	69000	0.172068741	0.206450583	0.893317169	0.001458699	MD	0.05215152			0.001634107	0.053266315	0.639789238	0.620839678	Arts
	Commercial Art and Graphic Design	11	221	53640.22486	40000	78000	0.159078492	0.16288927	0.938876833	0.006969515	MD	0.249174674			0.007448325	0.242789954	0.767541248	0.861819341	Arts
	"Film, Video, and Photographic Arts"	11	49	38797.14286	23725.48407	67898.48197	0.240614632	0.250354007	0.971260435	0.001817265	MD	0.064971014			0.001842578	0.060061746	0.595015576	0.657586869	Arts
	Studio Arts	11	57	46419.42536	36560.72106	80000	0.260810284	0.2352	0.96490688	0.001629097	MD	0.058243616			0.001630715	0.053155751	0.75776	0.785936891	Arts
	Environmental Science	11	105	62914.28571	50331.42857	84000	0.47507728	0.46597107	0.954458599	0.003284849	MD	0.048360047			0.003300829	0.049895878	0.855742629	0.938755796	Biology and life sciences
	Biology	11	1484	83567.36243	52428.57143	125351.0436	0.70584347	0.690996755	0.9813965	0.044164269	MD	0.650193169			0.043020878	0.650310789	0.887394245	0.936636466	Biology and life sciences
	Biochemical Sciences	11	224	83885.71429	52229.60152	130000	0.778836459	0.778497355	0.991714682	0.006294268	MD	0.092665175			0.006164104	0.093177623	0.911195767	0.94378907	Biology and life sciences
	Botany	11	31	111148.5714	61630.92979	159889.1318	0.781202435	0.753059755	0.922617071	0.000833905	MD	0.012276874			0.00072482	0.010956505	0.902087833	0.931126332	Biology and life sciences
	Molecular Biology	11	56	69113.36665	49282.85714	119537.1429	0.733569374	0.708829713	1	0.001433948	MD	0.021110805			0.0014893	0.022512503	0.807638402	0.869218854	Biology and life sciences
	Ecology	11	35	78344.40228	45078.41974	101091.193	0.714285714	0.68912081	0.935081548	0.000824068	MD	0.012132056			0.000825012	0.012471011	0.730234029	0.874470543	Biology and life sciences
	Microbiology	11	115	83567.36243	56000	111000	0.72469064	0.69337826	0.971503344	0.003820794	MD	0.056250321			0.003562004	0.053843848	0.892762965	0.939955153	Biology and life sciences
	Zoology	11	115	97996.56465	57671.42857	123785.1343	0.720180996	0.71661159	0.963695373	0.003506335	MD	0.0516208			0.003237166	0.048933535	0.934714274	0.965158371	Biology and life sciences
	Miscellaneous Biology	11	97	65000	47006.64137	108000	0.663582757	0.684617865	0.972894177	0.003121114	MD	0.045949519			0.003236383	0.048921703	0.856820381	0.94296462	Biology and life sciences
	General Business	11	1080	81491.88008	51577.13929	121634.2857	0.272073974	0.279095861	0.972042857	0.03726742	MD	0.184850989			0.035114127	0.182638977	0.857803107	0.898693868	Business
	Accounting	11	1257	81478.17837	54525.71429	120000	0.307495865	0.292020577	0.94820202	0.039140215	MD	0.194140284			0.037076725	0.192847033	0.887806732	0.914802024	Business
	Business Management and Administration	11	2146	73400	50331.42857	104459.203	0.260188512	0.253093717	0.95646141	0.068003855	MD	0.33730749			0.06555084	0.340949341	0.858479113	0.90879567	Business
	Operations Logistics and E-Commerce	11	40	96102.46679	70000	120000	0.280532044	0.277883829	0.970832218	0.001049679	MD	0.005206538			0.000956773	0.004976461	0.93182438	0.972490931	Business
	Business Economics	11	60	81478.17837	49282.85714	125000	0.344310823	0.379276223	0.96771091	0.00171509	MD	0.008507055			0.001845709	0.009600078	0.772971445	0.893246994	Business
	Marketing and Marketing Research	11	522	67898.48197	47900	105503.7951	0.188626405	0.180559327	0.961651325	0.016655883	MD	0.082615231			0.016336114	0.08496897	0.860360001	0.901581254	Business
	Finance	11	541	79428.7945	56407.96964	114000	0.390488937	0.379969501	0.965484936	0.017782353	MD	0.088202658			0.016938827	0.088103856	0.880254463	0.922858672	Business
	Human Resources and Personnel Management	11	139	82523.42286	56734.85322	106000	0.462947544	0.467264348	0.969817016	0.004573149	MD	0.022683382			0.004132624	0.021495001	0.936422754	0.954274216	Business
	International Business	11	72	77365.70893	47500	110100	0.294162359	0.353413174	0.918103983	0.0020873	MD	0.010353267			0.002178636	0.011331729	0.845748503	0.93006993	Business
	Hospitality Management	11	109	60861.02436	41942.85714	83567.36243	0.089604137	0.12603981	0.938707386	0.003559009	MD	0.017653123			0.003512952	0.018271905	0.812240048	0.882845934	Business
	Management Information Systems and Statistics	11	251	88790.32258	62914.28571	115000	0.308966781	0.29946798	0.966968361	0.00762255	MD	0.037808784			0.006620704	0.034436243	0.923310345	0.939305637	Business
	Miscellaneous Business and Medical Administration	11	60	69987.66603	39845.71429	86000	0.345897669	0.305685619	0.952400326	0.002096185	MD	0.010397337			0.001950336	0.010144273	0.791839465	0.825158946	Business
	Communications and Mass Media	11	901	60000	41783.68121	89834.91461	0.235663112	0.2432945	0.953933225	0.028833495	MD	0.721928703			0.028891056	0.721100308	0.825313826	0.861324793	Communications and journalism
	Journalism	11	302	73121.44213	47185.71429	102370.019	0.308835884	0.337827265	0.9316525	0.008687143	MD	0.217507369			0.008670187	0.216401727	0.830815528	0.890930343	Communications and journalism
	Advertising and Public Relations	11	72	62914.28571	45387.88257	83885.71429	0.288993834	0.295404814	0.967142996	0.002418895	MD	0.060563929			0.002503996	0.062497965	0.865374596	0.949888495	Communications and journalism
	Computer and Information Systems	11	294	89128.57143	60586.33776	107592.9791	0.307442174	0.308781084	0.94783187	0.010343846	MD	0.127770156			0.009401269	0.124482647	0.950460702	0.964875146	"Computers, statistics, and mathematics"
	Computer Science	11	1042	96468.57143	67898.48197	123785.1343	0.385721355	0.38072149	0.971996888	0.033987966	MD	0.419829107			0.030941322	0.409695496	0.923111951	0.946868202	"Computers, statistics, and mathematics"
	Information Sciences	11	208	83567.36243	60000	110000	0.30296631	0.283299023	0.987109054	0.006461175	MD	0.079810293			0.005956938	0.078876091	0.958740309	0.98197623	"Computers, statistics, and mathematics"
	Computer Engineering	11	196	92838.85072	70144.90943	114501.2492	0.460252892	0.467757958	0.979656459	0.006474503	MD	0.079974915			0.006040952	0.07998853	0.895996199	0.941531072	"Computers, statistics, and mathematics"
	Miscellaneous Computer	11	154	79000	52428.57143	101091.193	0.23352624	0.234773433	0.948049717	0.004825097	MD	0.059600988			0.00445094	0.058935099	0.881177091	0.907339208	"Computers, statistics, and mathematics"
	Mathematics	11	568	96965.02186	61892.56715	130000	0.560066142	0.569864996	0.984054947	0.017079182	MD	0.210966958			0.016949263	0.224425988	0.874878773	0.921577735	"Computers, statistics, and mathematics"
	Statistics and Decision Science	11	39	80000	52000	120000	0.647933884	0.662404666	0.967860049	0.001151855	MD	0.014228041			0.001163157	0.015401411	0.954463885	0.985399449	"Computers, statistics, and mathematics"
	General Education	11	528	57766.396	41261.71143	78344.40228	0.521935922	0.525498866	0.944832796	0.019629763	MD	0.277658338			0.022777309	0.269530611	0.768070288	0.818321425	Education
	Elementary Education	11	598	60000	45753.13093	80433.58634	0.564020676	0.543902641	0.984985515	0.017188973	MD	0.243133946			0.022039704	0.260802312	0.82801198	0.895218756	Education
	Mathematics Teacher Education	11	42	62914.28571	47185.71429	88790.32258	0.502394757	0.536147501	1	0.00125879	MD	0.017805286			0.001613234	0.019089873	0.902636261	0.973279556	Education
	Physical and Health Education Teaching	11	199	61892.56715	50000	85982.85714	0.420722135	0.428794337	0.988844163	0.006266026	MD	0.088631457			0.006855788	0.081126559	0.876427158	0.943434446	Education
	Early Childhood Education	11	154	53640.22486	35516.12903	72000	0.485772501	0.502628317	0.986463399	0.00451635	MD	0.063882693			0.006105137	0.072243886	0.779605966	0.798426193	Education
	Science and Computer Teacher Education	11	35	70000	43872.86528	96468.57143	0.544712683	0.510254124	0.929406475	0.000933225	MD	0.013200239			0.001170462	0.013850424	0.825679893	0.896973818	Education
	Secondary Teacher Education	11	111	69113.36665	47006.64137	87031.42857	0.494483546	0.475221978	0.972183481	0.003336254	MD	0.047190517			0.00343807	0.040683691	0.876451393	0.873977554	Education
	Special Needs Education	11	131	59829.48157	47919.71429	78344.40228	0.614503817	0.631176689	0.976771444	0.003658012	MD	0.051741704			0.004915889	0.058171164	0.813916459	0.901977793	Education
	Social Science or History Teacher Education	11	75	62000	43000	90879.50664	0.511462206	0.488060907	0.986427533	0.002048588	MD	0.028976791			0.002261867	0.026765342	0.868496943	0.873605948	Education
	Teacher Education: Multiple Levels	11	51	66018.73829	50331.42857	83885.71429	0.507546251	0.508149891	0.950491692	0.001303532	MD	0.018438144			0.001552702	0.018373579	0.881364477	0.945959104	Education
	Language and Drama Education	11	116	59829.48157	44040	85618.05122	0.621690141	0.619811578	0.952173037	0.003379409	MD	0.047800933			0.003821875	0.04522537	0.835404151	0.853239437	Education
	Art and Music Education	11	143	60000	43872.86528	80000	0.450328302	0.475649351	0.9864154	0.003721157	MD	0.052634886			0.004339529	0.051350926	0.801587302	0.871748955	Education
	Miscellaneous Education	11	119	74000	51707.3055	94371.42857	0.504497063	0.544017896	0.96672213	0.003457468	MD	0.048905067			0.003615752	0.042786263	0.882089768	0.942914831	Education
	Nutrition Sciences	11	45	76334.16615	54000	99236.24288	0.524086178	0.512526843	1	0.00131083	MD	0.020167452			0.00145799	0.021512745	0.764137437	0.907044299	Health
	Communication Disorders Sciences and Services	11	112	72207.995	50000	89128.57143	0.860826197	0.861408932	0.993136938	0.00337211	MD	0.051880782			0.003966682	0.058528679	0.83970269	0.936576644	Health
	Health and Medical Administrative Services	11	106	67898.48197	52229.60152	89128.57143	0.405130946	0.34480697	0.943859072	0.002968485	MD	0.045670906			0.003054786	0.045073589	0.85394602	0.907001603	Health
	Health and Medical Preparatory Programs	11	50	109051.4286	77365.70893	209714.2857	0.938947368	0.94091454	1	0.001507248	MD	0.023189396			0.001523479	0.022479047	0.823942456	0.942736842	Health
	Nursing	11	1054	78397.25172	61892.56715	98000	0.332452647	0.303325558	0.982194689	0.031946993	MD	0.491512681			0.033446362	0.493503444	0.860065996	0.943563206	Health
	Pharmacy and Pharmaceutical Sciences and Administration	11	152	104459.203	71000	131071.4286	0.665833333	0.634650642	0.954082661	0.005330898	MD	0.082017233			0.005123316	0.075594892	0.902271338	0.949583333	Health
	Treatment Therapy Professions	11	196	70000	56622.85714	91225.71429	0.434161261	0.433816007	0.962342118	0.006017251	MD	0.092576952			0.00663088	0.097839101	0.890257339	0.945103623	Health
	Miscellaneous Health Medical Professions	11	372	69205.71429	49282.85714	91807.30793	0.39587655	0.394013617	0.97411528	0.012543476	MD	0.192984597			0.012569814	0.185468503	0.839318333	0.894991146	Health
	Area Ethnic and Civilization Studies	11	149	80000	51577.13929	120128.0835	0.522293546	0.51884789	0.987835816	0.003658012	MD	0.037502969			0.003931459	0.038348383	0.833820016	0.91906662	Humanities and liberal arts
	Linguistics and Comparative Language and Literature	11	67	59768.57143	47185.71429	83567.36243	0.45361248	0.483729287	0.951058458	0.002318941	MD	0.023774436			0.002613841	0.025496025	0.816230785	0.855774494	Humanities and liberal arts
	"French, German, Latin and other common Foreign Language Studies"	11	229	71032.25807	46600	114501.2492	0.570512188	0.548471549	0.988922225	0.006430713	MD	0.06592949			0.006776992	0.066104387	0.834295834	0.917250568	Humanities and liberal arts
	Other Foreign Languages	11	80	61865.71429	42000	117000	0.473017549	0.472433254	0.95467706	0.002404933	MD	0.024656055			0.002404066	0.023449827	0.853266768	0.887188283	Humanities and liberal arts
	English Language and Literature	11	950	62914.28571	42676.85714	100000	0.51973943	0.513294788	0.958006097	0.027424297	MD	0.281161655			0.030144489	0.294036506	0.78235844	0.84544003	Humanities and liberal arts
	Composition and Speech	11	40	61865.71429	46500	83885.71429	0.405298417	0.393486276	0.988691138	0.001042064	MD	0.010683531			0.001273784	0.012424795	0.690290864	0.973507917	Humanities and liberal arts
	Liberal Arts	11	324	71176.45222	46000	104857.1429	0.29832167	0.270435852	0.952878321	0.010247382	MD	0.105059062			0.010817252	0.105514043	0.77691213	0.853966681	Humanities and liberal arts
	Humanities	11	37	54000	33426.94497	114905.1233	0.227754237	0.356525082	1	0.001198183	MD	0.012284109			0.001357538	0.013241747	0.776667307	0.82282839	Humanities and liberal arts
	Multi/Interdisciplinary Studies	11	26	45927.42857	37748.57143	83554.96565	0.229043184	0.259038259	0.948165601	0.000749499	MD	0.007684075			0.000743345	0.007250766	0.686205686	0.783657917	Humanities and liberal arts
	Intercultural and International Studies	11	76	73000	51577.13929	98000	0.483072394	0.477391572	0.914282857	0.002371298	MD	0.024311215			0.002544699	0.024821594	0.821490823	0.917034658	Humanities and liberal arts
	Philosophy and Religious Studies	11	242	63720.11385	41942.85714	120000	0.592332494	0.577572475	0.970705015	0.007184337	MD	0.073655856			0.007371094	0.0718994	0.768362182	0.830131178	Humanities and liberal arts
	Theology and Religious Vocations	11	184	59829.48157	31457.14286	88790.32258	0.415762259	0.400309792	0.982439532	0.005584433	MD	0.057253187			0.005390232	0.052577598	0.725494942	0.729814194	Humanities and liberal arts
	Art History and Criticism	11	77	60000	44040	86000	0.52821342	0.506834661	0.951918522	0.001962596	MD	0.020121084			0.002195073	0.021411265	0.734339712	0.84785772	Humanities and liberal arts
	History	11	852	77365.70893	51000	120000	0.574820766	0.557926542	0.96329709	0.024962565	MD	0.255923276			0.024955684	0.243423665	0.855123527	0.893247572	Humanities and liberal arts
	Family and Consumer Sciences	11	172	60817.14286	41783.68121	89128.57143	0.391515524	0.369658903	0.945198705	0.005161134	MD	0.313759911			0.005691066	0.331544787	0.752980011	0.844266831	"Industrial arts, consumer <br> services, and recreation"
	"Physical Fitness, Parks, Recreation, and Leisure"	11	206	52428.57143	40000	70254.28571	0.280942248	0.289873865	0.981680021	0.006411992	MD	0.389803044			0.006640012	0.386827585	0.786435616	0.83862028	"Industrial arts, consumer <br> services, and recreation"
	Miscellaneous Industrial Arts and Consumer Services	11	69	64987.1955	30000	100000	0.108398024	0.098197907	0.840017065	0.002248179	MD	0.136673161			0.002417894	0.140859414	0.682205676	0.686520819	"Industrial arts, consumer <br> services, and recreation"
	Transportation Sciences and Technologies	11	80	97996.56465	56000	126879.7627	0.306472244	0.282141639	0.996410717	0.002480772	MD	0.150813094			0.002295264	0.133715363	0.908605206	0.927347148	"Industrial arts, consumer <br> services, and recreation"
	Pre-Law and Legal Studies	11	55	57452.56167	42912.17989	91807.30793	0.297985348	0.313311915	0.98918841	0.001732542	MD	0.073535354			0.001867887	0.08488765	0.817153234	0.927838828	Law and public policy
	Criminal Justice and Fire Protection	11	582	68157.14286	49095.82543	101091.193	0.257728193	0.255066916	0.961081952	0.019113173	MD	0.811232323			0.017585112	0.799169977	0.887044126	0.906863233	Law and public policy
	Public Administration	11	44	72207.995	60000	109682.1632	0.601143826	0.584535256	0.966659721	0.001498046	MD	0.063582492			0.001302485	0.059192506	0.920472756	0.918237662	Law and public policy
	Public Policy	11	48	83885.71429	61892.56715	115532.792	0.78357236	0.742582532	0.988543372	0.001216904	MD	0.051649832			0.001248737	0.056749867	0.862515671	0.957496741	Law and public policy
